communication_mode,communication_with_audience,content_country,decision_method,end_date,facetoface_online_or_both,facilitated,id,issue,kind_of_influence,location,number_of_meeting_days,ongoing,original_language,participant_selection,post_date,published,specific_topic,staff_type,start_date,targeted_audience,targeted_participant_demographic,targeted_participants_public_role,total_number_of_participants,type_of_funding_entity,typical_implementing_entity,typical_sponsoring_entity,updated_date,voting,who_else_supported_the_initiative,who_was_primarily_responsible_for_organizing_the_initiative
Dialogue,Policy Recommendations,Australia,Voting,2014-04-07T17:30:00,facetoface,Yes,4334,Budgeting,Co-governance (i.e. to share decision making with public authorities),517,12,No,en,Random Selection,2016-03-30T12:34:47,Yes,Municipal Participatory Budgeting,,2013-09-09T09:00:00,General Public,General Public,Lay Public,60,"Local Government (e.g. Village, Town, City)",Academic Institution,,2016-03-31T15:51:55,supermajority,Curtin University Sustainability Policy Institute,
or Deliberation,Public Report,Turkey,Other,2014-06-11T00:00:00,both,Yes,4336,Community Development,Collaborative delivery of services with public authorities,518,5,No,en,Open to all with targeted recruitment,2016-04-01T08:29:37,Yes,Alcohol-Related Crime,,2014-05-16T00:00:00,Elected Public Official,Other,Lay Public,,"Local Government (e.g. Village, Town, City)",Non-Governmental Organization (Non-profit),Not Applicable,2016-07-05T21:11:31,none,,
Discussion,"Traditional Media (i.e. television, radio, newspapers)",Pakistan,Not Applicable,2016-08-31T00:00:00,both,Yes,4504,Health,"Develop individual capacities (e.g. skills, learning)",519,,,en,Open to all with targeted recruitment,2016-07-22T05:37:25,Yes,Capacity Building,,2015-10-20T00:00:00,General Public,General Public,Lay Public,,Non-Governmental Organization (Non-profit),Non-Governmental Organization (Non-profit),Academic Institution,2016-08-23T18:10:44,none,,
Other,Other,India,Opinion Survey,,facetoface,Yes,4346,Law Enforcement,Other,520,,Yes,en,Open to all,2016-04-24T18:38:43,Yes,corruption,,2007-01-01T00:00:00,Appointed Public Servants (e.g. bureaucrats),General Public,Lay Public,,Non-Governmental Organization (Non-profit),International Organization,Non-Governmental Organization (Non-profit),2016-07-05T20:45:39,none,Partnership for Transparency Fund,4468
Express opinions/preferences only,Policy Recommendations,Australia,Not Applicable,,both,No,4350,Community Development,Community building (e.g. social capital),521,,Yes,en,Open to all,2016-04-28T03:45:23,Yes,Comprehensive Community Development Planning,,2014-06-22T00:00:00,Elected Public Official,General Public,Lay Public,,"Regional Government (e.g. State, Provincial, Territorial)","Regional Government (e.g. State, Provincial, Territorial)",,2016-07-25T23:08:51,none,,
Other,"New Media (i.e. internet, texting, etc)",United States,Opinion Survey,,,No,4351,"Planning (e.g. Urban planning, Transportation, etc.)",Raise public awareness,522,,Yes,en,Open to all,2016-04-28T07:41:24,Yes,Comprehensive Long-term Municipal Development Plan,,2012-06-01T00:00:00,Elected Public Official,General Public,Lay Public,30000,Philanthropic Organization (i.e. dedicated to making monetary grants or gifts),"Local Government (e.g. Village, Town, City)",Non-Governmental Organization (Non-profit),2016-07-04T16:03:57,none,,562
Dialogue,Policy Recommendations,Australia,Getting sense of room/group (i.e. no formal voting),2015-07-01T00:00:00,facetoface,Yes,4353,Criminal Justice,Consultation (i.e. to advise decision makers),523,4,No,en,Random Selection,2016-05-02T02:37:34,Yes,Animal Regulation,,2015-06-01T00:00:00,"Organized Groups (e.g. NGOs, Business Associations)",General Public,Lay Public,35,"Regional Government (e.g. State, Provincial, Territorial)","Regional Government (e.g. State, Provincial, Territorial)",,2016-07-25T23:06:37,supermajority,,
Other,Policy Recommendations,United States,Opinion Survey,2014-01-01T00:00:00,both,No,4354,"Planning (e.g. Urban planning, Transportation, etc.)",Make public decisions (i.e. exert direct authority),524,,Yes,en,Open to all with targeted recruitment,2016-05-03T00:11:06,Yes,Asthma Management,,2012-06-01T00:00:00,General Public,General Public,"Experts (e.g. Scientists, Engineers, Criminologists, Doctors, Lawyers)",,For Profit Business,For Profit Business,"Local Government (e.g. Village, Town, City)",2016-07-03T18:14:00,none,,
Express opinions/preferences only,Policy Recommendations,,,2016-10-25T00:00:00,both,Yes,4355,Law Enforcement,Consultation (i.e. to advise decision makers),525,5,No,en,Random Selection,2016-05-03T02:12:30,Yes,Traffic Safety,,2014-09-25T00:00:00,General Public,General Public,Elected Public Official,37,"Regional Government (e.g. State, Provincial, Territorial)","Regional Government (e.g. State, Provincial, Territorial)",,2016-07-03T17:30:47,none,,216
Dialogue,Other,South Africa,Opinion Survey,2015-06-30T00:00:00,facetoface,Yes,4361,Community Development,"Develop individual capacities (e.g. skills, learning)",526,,No,en,Open to all with targeted recruitment,2016-05-03T13:53:49,Yes,Community Capacity-building,,2014-09-01T00:00:00,Elected Public Official,General Public,"Stakeholder Organizations (e.g. NGOs, Neighbourhood Associations, Industry Representatives)",,International Organization,Non-Governmental Organization (Non-profit),Community Based Organization,2016-07-25T23:14:56,none,The Department of Performance and Monitoring and Evaluation,4356
Dialogue,"New Media (i.e. internet, texting, etc)",United Kingdom,Opinion Survey,,online,No,4362,Community Development,Consultation (i.e. to advise decision makers),527,,Yes,en,Open to all,2016-05-04T11:59:28,Yes,Citizen Participation,,2015-04-12T00:00:00,Elected Public Official,General Public,Elected Public Official,23570,"Local Government (e.g. Village, Town, City)",For Profit Business,Not Applicable,2016-06-30T20:16:28,none,,263
Express opinions/preferences only,"New Media (i.e. internet, texting, etc)",Spain,Voting,2016-06-30T00:00:00,online,No,4365,Budgeting,Consultation (i.e. to advise decision makers),528,,Yes,en,Open to all,2016-05-05T15:22:04,Yes,Municipal Participatory Budgeting,,2016-02-22T00:00:00,Elected Public Official,General Public,Lay Public,,"Regional Government (e.g. State, Provincial, Territorial)",National Government,,2016-06-30T18:13:39,preferential,,
Dialogue,Policy Recommendations,Australia,Getting sense of room/group (i.e. no formal voting),2008-09-04T00:00:00,facetoface,No,4366,Community Development,Raise public awareness,529,12,No,en,Open to all,2016-05-05T23:55:14,Yes,Sustainable Development,,2008-08-06T00:00:00,General Public,General Public,Lay Public,,"Local Government (e.g. Village, Town, City)","Local Government (e.g. Village, Town, City)",Non-Governmental Organization (Non-profit),2016-06-30T17:53:54,none,South East Councils Climate Change Alliance,
or Deliberation,Policy Recommendations,Australia,Voting,2014-04-30T00:00:00,facetoface,Yes,4367,Law Enforcement,Consultation (i.e. to advise decision makers),530,5,No,en,Random Selection,2016-05-06T01:40:48,Yes,Public Safety,,2014-01-31T14:00:00,"Organized Groups (e.g. NGOs, Business Associations)",General Public,Lay Public,43,"Local Government (e.g. Village, Town, City)",Non-Governmental Organization (Non-profit),,2016-07-25T23:10:37,supermajority,,216
Dialogue,Policy Recommendations,South Korea,Voting,,facetoface,Yes,4368,Budgeting,Raise public awareness,531,,Yes,en,Election,2016-05-06T01:43:34,Yes,Multi-Level Governance,Selected citizens and appointed public servants,,Elected Public Official,General Public,"Stakeholder Organizations (e.g. NGOs, Neighbourhood Associations, Industry Representatives)",,"Local Government (e.g. Village, Town, City)","Regional Government (e.g. State, Provincial, Territorial)","Regional Government (e.g. State, Provincial, Territorial)",2016-06-28T21:12:21,majority,,
Listen/watch as spectator,"New Media (i.e. internet, texting, etc)",United Kingdom,Opinion Survey,,online,No,4369,Budgeting,Raise public awareness,532,,Yes,en,Open to all,2016-05-06T14:11:33,Yes,Municipal Participatory Budgeting,,2010-09-06T00:00:00,Elected Public Official,General Public,Lay Public,,For Profit Business,For Profit Business,"Local Government (e.g. Village, Town, City)",2016-06-27T18:39:57,none,,4452
or Deliberation,Other,,Opinion Survey,,facetoface,Yes,4370,Environment,Consultation (i.e. to advise decision makers),533,,No,en,Open to all,2016-05-06T15:49:34,Yes,Wildlife Conservation,,,Elected Public Official,General Public,"Stakeholder Organizations (e.g. NGOs, Neighbourhood Associations, Industry Representatives)",,"Regional Government (e.g. State, Provincial, Territorial)",Academic Institution,Non-Governmental Organization (Non-profit),2016-06-26T16:03:48,preferential,,583
Dialogue,Public Hearings/Meetings,Australia,Voting,2014-10-30T23:00:00,both,Yes,4372,Budgeting,Consultation (i.e. to advise decision makers),534,6,No,en,Random Selection,2016-05-09T02:26:19,Yes,Municipal Participatory Budgeting,,2014-06-30T16:00:00,General Public,Students,Appointed Public Servants (e.g. Bureaucrats),43,"Local Government (e.g. Village, Town, City)",Non-Governmental Organization (Non-profit),,2016-07-25T20:13:30,supermajority,,216
Express opinions/preferences only,"New Media (i.e. internet, texting, etc)",Uganda,Opinion Survey,,online,No,4389,Health,Raise public awareness,535,,Yes,en,Open to all,2016-05-20T16:52:14,Yes,SMS Polling,UNICEF Uganda - U-Report,,"Organized Groups (e.g. NGOs, Business Associations)",General Public,Elected Public Official,292117,International Organization,International Organization,For Profit Business,2016-06-22T01:20:14,none,Uganda Scouts Association,4439
Listen/watch as spectator,Other,United Kingdom,Not Applicable,,facetoface,Yes,4375,Immigration,"Develop individual capacities (e.g. skills, learning)",536,,Yes,en,Open to all with targeted recruitment,2016-05-11T15:56:44,Yes,Social and Cultural Integration,,,General Public,Youth,Lay Public,,Community Based Organization,Community Based Organization,,2016-06-25T22:08:25,none,,
Dialogue,Policy Recommendations,Australia,Voting,2014-09-30T00:00:00,facetoface,Yes,4379,"Planning (e.g. Urban planning, Transportation, etc.)",Consultation (i.e. to advise decision makers),537,6,No,en,Random Selection,2016-05-16T02:50:55,Yes,Use of Community Facilities,,2014-02-28T14:00:00,Elected Public Official,General Public,Lay Public,24,"Local Government (e.g. Village, Town, City)",Non-Governmental Organization (Non-profit),,2016-07-25T20:12:24,supermajority,,216
or Deliberation,Public Report,United States,,2012-10-07T00:00:00,facetoface,Yes,4383,"Political Institutions (e.g. Constitutions, Legal Systems, Electoral Systems)",Community building (e.g. social capital),538,10,No,en,Random Selection,2016-05-16T22:08:15,Yes,Civic Education,,2012-07-27T00:00:00,Media,General Public,"Experts (e.g. Scientists, Engineers, Criminologists, Doctors, Lawyers)",,Non-Governmental Organization (Non-profit),Non-Governmental Organization (Non-profit),"Regional Government (e.g. State, Provincial, Territorial)",2016-08-06T22:07:18,none,Promoting Healthy Democracy,780
Discussion,Policy Recommendations,India,,2012-07-27T00:00:00,facetoface,Yes,4384,Education &amp; Schools,Consultation (i.e. to advise decision makers),539,4,No,en,Open to all with targeted recruitment,2016-05-17T01:06:28,Yes,Education Policy,,2012-04-19T00:00:00,Appointed Public Servants (e.g. bureaucrats),General Public,Elected Public Official,,National Government,National Government,"Local Government (e.g. Village, Town, City)",2016-06-24T15:02:55,none,,
Discussion,Public Report,Australia,Voting,2014-08-01T23:30:00,facetoface,Yes,4385,Budgeting,Co-governance (i.e. to share decision making with public authorities),540,4,No,en,Random Selection,2016-05-18T05:58:48,Yes,Municipal Participatory Bugeting,,2014-05-30T16:30:00,Elected Public Official,General Public,Lay Public,44,"Local Government (e.g. Village, Town, City)",Non-Governmental Organization (Non-profit),,2016-07-25T20:09:59,supermajority,,216
or Deliberation,Policy Recommendations,Australia,,2014-09-30T00:00:00,facetoface,Yes,4386,Economic Development,Consultation (i.e. to advise decision makers),541,,No,en,Random Selection,2016-05-18T08:24:37,Yes,Community Consultation,,2014-07-29T16:00:00,"Organized Groups (e.g. NGOs, Business Associations)",General Public,Lay Public,18,Government-Owned Corporation,Non-Governmental Organization (Non-profit),Not Applicable,2016-07-25T20:06:58,consensus,,216
Dialogue,Public Report,Australia,Voting,2014-11-07T22:00:00,facetoface,Yes,4387,Economic Development,Consultation (i.e. to advise decision makers),542,6,No,en,Random Selection,2016-05-19T01:30:30,Yes,infrastructure,,2014-08-31T16:00:00,Elected Public Official,General Public,Other,30,"Local Government (e.g. Village, Town, City)",Non-Governmental Organization (Non-profit),,2016-07-25T20:05:43,supermajority,,216
Discussion,"Traditional Media (i.e. television, radio, newspapers)",Australia,Voting,2015-12-01T22:00:00,facetoface,Yes,4391,Community Development,Consultation (i.e. to advise decision makers),543,11,No,en,Random Selection,2016-05-23T02:21:57,Yes,natural resource management,,2015-02-06T14:00:00,"Organized Groups (e.g. NGOs, Business Associations)",General Public,Lay Public,48,"Local Government (e.g. Village, Town, City)",Non-Governmental Organization (Non-profit),,2016-06-20T18:43:14,supermajority,,216
Discussion,"New Media (i.e. internet, texting, etc)",Australia,Voting,2015-02-21T22:00:00,facetoface,Yes,4392,"Planning (e.g. Urban planning, Transportation, etc.)",Consultation (i.e. to advise decision makers),544,4,No,en,Random Selection,2016-05-23T09:17:48,Yes,irrigation,,2015-01-30T14:00:00,Elected Public Official,General Public,Lay Public,26,Other,Non-Governmental Organization (Non-profit),"Regional Government (e.g. State, Provincial, Territorial)",2016-07-25T20:03:27,supermajority,,216
or Deliberation,Public Hearings/Meetings,Canada,Voting,,facetoface,No,4393,Budgeting,Community building (e.g. social capital),545,,Yes,en,Appointment,2016-05-24T15:24:39,Yes,Municipal Participatory Budgeting,,,General Public,General Public,Lay Public,,Community Based Organization,Community Based Organization,Academic Institution,2016-06-19T16:00:34,consensus,Chalmers Community Services,4428
Discussion,Public Hearings/Meetings,Ghana,Opinion Survey,2015-01-11T17:00:00,facetoface,Yes,4394,"Planning (e.g. Urban planning, Transportation, etc.)","Develop individual capacities (e.g. skills, learning)",546,2,No,en,Appointment,2016-05-24T21:05:18,Yes,Water,No data available,2015-01-10T09:00:00,"Organized Groups (e.g. NGOs, Business Associations)",General Public,Appointed Public Servants (e.g. Bureaucrats),208,International Organization,Non-Governmental Organization (Non-profit),International Organization,2016-06-19T22:22:14,preferential,Tamale Local Government,
Informal Social Activities,Public Hearings/Meetings,,,,,Yes,4396,Poverty Reduction,Co-governance (i.e. to share decision making with public authorities),547,,No,en,,2016-05-25T17:19:48,Yes,Comprehensive Community Development Planning,,,Elected Public Official,General Public,,,,,,2016-06-18T22:17:56,consensus,,
Discussion,"Traditional Media (i.e. television, radio, newspapers)",United States,Opinion Survey,1996-01-21T17:00:00,facetoface,Yes,4397,"Political Institutions (e.g. Constitutions, Legal Systems, Electoral Systems)",Other,548,3,No,en,Random Selection,2016-05-25T20:11:46,Yes,Deliberative Polling Showcase,,1996-01-19T09:00:00,Elected Public Official,General Public,Lay Public,459,Philanthropic Organization (i.e. dedicated to making monetary grants or gifts),Individual,"Local Government (e.g. Village, Town, City)",2016-06-18T21:55:44,none,,
Express opinions/preferences only,Public Hearings/Meetings,Brazil,Not Applicable,,facetoface,No,4399,Human Rights,Consultation (i.e. to advise decision makers),549,4,No,en,Open to all with targeted recruitment,2016-05-26T11:46:05,Yes,Cultural and Environmental Protection,,,"Organized Groups (e.g. NGOs, Business Associations)",Racial/Ethnic Group(s),Appointed Public Servants (e.g. Bureaucrats),,"Local Government (e.g. Village, Town, City)",National Government,"Local Government (e.g. Village, Town, City)",2016-06-16T22:21:07,none,,4420
